Date,Tweets,Preprocessing
2020-06-21 19:37:32,heh gempa dmna???,heh gempa dmna 
2020-06-21 19:37:32,Papi siiiiii https://t.co/2lB1HlHaI4,papi siiiiii 
2020-06-21 19:37:32,@knvnd2 @infoBMKG Kediri juga.,2 kediri juga 
2020-06-21 19:37:32,"RT @victoriayovita: PERKARA KONDOM BIKIN AKU HILANG KERJAAN !!!

WKWKWKWKWK INI LUCU BANGET SUMPAHHH

KALIAN HARUS BACA NI HIBURAN 🤣 https:…", perkara kondom bikin aku hilang kerjaan wkwkwkwkwk ini lucu banget sumpahhh kalian harus baca ni hiburan 
2020-06-21 19:37:32,seketika ngucap astagfirullah sebanyak banyaknya,seketika ngucap astagfirullah sebanyak banyaknya
2020-06-21 19:37:32,RT @halfyouu: perempuan mengaku salah dia bila gaduh sumpah limited, perempuan mengaku salah dia bila gaduh sumpah limited
2020-06-21 19:37:32,"Udahan ya, udah bosen!",udahan ya udah bosen 
2020-06-21 19:37:32,@CiaoMaul Heheh aku udh kamu solat gih, heheh aku udh kamu solat gih
2020-06-21 19:37:32,Kenceng bgt gempanya 😞,kenceng bgt gempanya 
2020-06-21 19:37:32,RT @JogjaUpdate: gempa, gempa
2020-06-21 19:37:32,Linduuu!!!,linduuu 
2020-06-21 19:37:32,RT @txtdarionlshop: gabut https://t.co/ltGX8l50sq, gabut 
2020-06-21 19:37:32,Mandali 🙏,mandali 
2020-06-21 19:37:32,"kebangun grgr gempa, pas bangun bingung lagi -_-",kebangun grgr gempa pas bangun bingung lagi 
2020-06-21 19:37:32,@juandiunlock mau ketawa tapi aku lg syoook 😭, mau ketawa tapi aku lg syoook 
2020-06-21 19:37:32,Baru merem trs gempa trs parno,baru merem trs gempa trs parno
2020-06-21 19:37:32,@euanavitori4 Dinah Jane,4 dinah jane
2020-06-21 19:37:32,Gempa,gempa
2020-06-21 19:37:32,"RT @VijayFansTrends: 4M Tweets Before 11.20PM? 

Ena Nanba Senjidalama? 

#HBDTHALAPATHYVijay 
#Master @actorvijay", 4m tweets before 11 20pm ena nanba senjidalama hbdthalapathyvijay master 
2020-06-21 19:37:32,@DaveJavadd Apakah seorang agnostik takut gempa?, apakah seorang agnostik takut gempa 
2020-06-21 19:37:32,parah ih kenceng bgt :(,parah ih kenceng bgt 
2020-06-21 19:37:32,"Yooh!! 
#Uyajola99Sundays #Uyajola99 https://t.co/0IrhUp0zev",yooh uyajola99sundays uyajola99 
2020-06-21 19:37:32,"Guru Besar Biologi Sel dan Molekuler UB Prof Drs. Sutiman Bambang Sumitro, SU.,https://t.co/TJDE99BQIK menilai meningkatnya kasus Covid-19 di Kota Malang disebabkan adanya penularan dari orang ke orang menjadi jalur utama virus untuk… https://t.co/2kSA8Sslm1",guru besar biologi sel dan molekuler ub prof drs sutiman bambang sumitro su 
2020-06-21 19:37:32,@nida_pandhita Kakehan omong tok, pandhita kakehan omong tok
2020-06-21 19:37:32,@petabencana Saya ngetwit gempa🙏, saya ngetwit gempa 
2020-06-21 19:37:32,"Ada gempa di Jogja, ya Allah lindungi kami.😭",ada gempa di jogja ya allah lindungi kami 
2020-06-21 19:37:32,"@cherrtyongie hai kia, happy birthdayyy, wish you all the best, semoga semuanya dimudahkan dan tambah baik baik🥰🥳❤️", hai kia happy birthdayyy wish you all the best semoga semuanya dimudahkan dan tambah baik baik 
2020-06-21 19:37:32,@ajengmiller Aku lg DS tapi ga kerasa :(, aku lg ds tapi ga kerasa 
2020-06-21 19:37:32,RT @Evaa0895: Ada cwo yg suka begadang ga https://t.co/J6mV9SiVov,0895 ada cwo yg suka begadang ga 
2020-06-21 19:37:32,@MaycomBro Kero, kero
2020-06-21 19:37:32,astaga kenceng banget aku sampe kebangun. https://t.co/bPCxsqWtd0,astaga kenceng banget aku sampe kebangun 
2020-06-21 19:37:32,"RT @StudyRii: 1. Waktu buka WA ngerasa santai aja gitu, ngeliat temen satu kelas masih hahahihi (walaupun gatau kalo misalnya ada yg ambis…", 1 waktu buka wa ngerasa santai aja gitu ngeliat temen satu kelas masih hahahihi walaupun gatau kalo misalnya ada yg ambis 
2020-06-21 19:37:32,@ohmybeautybank Dr dulu pakai ini, dr dulu pakai ini
2020-06-21 19:37:32,@Ravenchriss @IanAntonius Woiya WKWKWKWK, woiya wkwkwkwk
2020-06-21 19:37:32,@jogmfs iya ngerasa kok..... gentengku merosot...., iya ngerasa kok gentengku merosot 
2020-06-21 19:37:32,RT @JogjaUpdate: gempa, gempa
2020-06-21 19:37:32,@hellofrom127 sama😭😭😭,127 sama 
2020-06-21 19:37:32,RT @poowzi: bentar soft hours dulu (dan menghayal babu) ini lagi di kamar gitu kan bareng pas di amrik sambil kelon dan cuddle deep talk ka…, bentar soft hours dulu dan menghayal babu ini lagi di kamar gitu kan bareng pas di amrik sambil kelon dan cuddle deep talk ka 
2020-06-21 19:37:32,"@keenandaa Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/dJmzyrqhkR", halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir 
2020-06-21 19:37:32,Gempane marai tangi,gempane marai tangi
2020-06-21 19:37:32,"[ haikyuu!! chapter 398 ]
#haikyuu #hq https://t.co/4RBD54Zm8q", haikyuu chapter 398 haikyuu hq 
2020-06-21 19:37:32,@devindrii Hai! Laporkan bencana di sekitarmu menggunakan link ini. Terima kasih. https://t.co/nYyQl5Ch6f, hai laporkan bencana di sekitarmu menggunakan link ini terima kasih 
2020-06-21 19:37:32,@kurangsukaa Gue ga berasa ah, gue ga berasa ah
2020-06-21 19:37:32,@Emp_Ty_Son Wkwkwk puk puk puk. Bobo lg sana, ty son wkwkwk puk puk puk bobo lg sana
2020-06-21 19:37:32,@izzayyyRana nai keya use mene kb lao mama papa ko apke ghar, nai keya use mene kb lao mama papa ko apke ghar
2020-06-21 19:37:32,@m1geni8am9r1 Liverpool vs Everton??? Jaja,1geni8am9r1 liverpool vs everton jaja
2020-06-21 19:37:32,Ya Allah gempaaa 😭,ya allah gempaaa 
2020-06-21 19:37:32,"@nowjeno stay safee, btw dimana gempanya??", stay safee btw dimana gempanya 
2020-06-21 19:37:32,"@njhpreciouss Iza

Dinah Jane
https://t.co/Eam700z65y", iza dinah jane 
2020-06-21 19:37:32,@honest_lihle Asubuye😹, lihle asubuye 
2020-06-21 19:37:32,Gemeter bgt aseli kek naik kora2 😭,gemeter bgt aseli kek naik kora2 
2020-06-21 19:37:32,@adorablecsy Ya Allah ternyata di Jogja, ya allah ternyata di jogja
2020-06-21 19:37:32,"@Arararaa_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/AK8so5cO0X", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:32,@PYOLARBEAR @adorablecsy haduhh stay safeee yh semuaa, haduhh stay safeee yh semuaa
2020-06-21 19:37:32,"@dr_ugsvile @alterhome18 Sebenernya niat utama hanya ingin menyampaikan kalau motif pemenuhan moralitas oleh individu tidak hanya egoisitis personal agar diterima di masyarakatnya saja. Ada juga motif self securities, self beliefs, and self satisfation.. menurut ane sih..", ugsvile 18 sebenernya niat utama hanya ingin menyampaikan kalau motif pemenuhan moralitas oleh individu tidak hanya egoisitis personal agar diterima di masyarakatnya saja ada juga motif self securities self beliefs and self satisfation menurut ane sih 
2020-06-21 19:37:32,@Jogja_Uncover Merapi gimana min situasi?, uncover merapi gimana min situasi 
2020-06-21 19:37:32,"RT @GirautaOficial: Antifa
https://t.co/VbliB1EniP", antifa 
2020-06-21 19:37:32,"baru juga bisa tidur, udah dibangunin lagi sama gempa",baru juga bisa tidur udah dibangunin lagi sama gempa
2020-06-21 19:37:32,@perthvsnr ye weh aku nampak gambar gun menarik je terus tukar i kennot lah laki aku comel sangat, ye weh aku nampak gambar gun menarik je terus tukar i kennot lah laki aku comel sangat
2020-06-21 19:37:32,@fancamnc ADM EU BATI 10K AAAAAAAAAAAAAAAAAAJAJJSISIKSJCJKSIDIDISIIX OBRIGADaaaaa  https://t.co/yfio6hhFFI, adm eu bati 10k aaaaaaaaaaaaaaaaaajajjsisiksjcjksididisiix obrigadaaaaa 
2020-06-21 19:37:32,"i legit just searched ""what can you cook with egg"" yup tula acah diet lagi aku dah cakap aku dengan acah diet ni memang takkan berpisah",i legit just searched what can you cook with egg yup tula acah diet lagi aku dah cakap aku dengan acah diet ni memang takkan berpisah
2020-06-21 19:37:32,RT @bap_gallery: Youngjae https://t.co/3ERbimO0xe, gallery youngjae 
2020-06-21 19:37:32,"@emerenst9 sumpahhh, gempa terkeras yg pernah aku rasakan...",9 sumpahhh gempa terkeras yg pernah aku rasakan 
2020-06-21 19:37:32,@BibNabila Jebul gempane pindah ng kene wkwk, jebul gempane pindah ng kene wkwk
2020-06-21 19:37:31,"RT @sulphuricacids: Perempuan ni memang ada yang manja bukan gedik, dia macam budak kecik dengan orang yang dia sayang. Tapi comel apa pere…", perempuan ni memang ada yang manja bukan gedik dia macam budak kecik dengan orang yang dia sayang tapi comel apa pere 
2020-06-21 19:37:31,@einsteintic KENCENG BANGET GAKSI EL, kenceng banget gaksi el
2020-06-21 19:37:31,"RT @merapi_news: 22:43 Tadi hujan abu, sekarang hujan air listrik padam lagi di kidul merapi", news 22 43 tadi hujan abu sekarang hujan air listrik padam lagi di kidul merapi
2020-06-21 19:37:31,tratapan,tratapan
2020-06-21 19:37:31,RT @JogjaUpdate: gempa, gempa
2020-06-21 19:37:31,@taehugs__ Ti amu, ti amu
2020-06-21 19:37:31,gempaa dimanaa??,gempaa dimanaa 
2020-06-21 19:37:31,@Hyukkimaruu Bngt, bngt
2020-06-21 19:37:31,@petabencana Gempa we. Bukan banjir 😭, gempa we bukan banjir 
2020-06-21 19:37:31,Hmm apa kah ini kenapa belakangan aku berpikiran hal tsb.. :'(,hmm apa kah ini kenapa belakangan aku berpikiran hal tsb 
2020-06-21 19:37:31,@bejolngalah wah aku kali keduaa:((, wah aku kali keduaa 
2020-06-21 19:37:31,Liatin apa mas~? https://t.co/RmXayEQYOY,liatin apa mas 
2020-06-21 19:37:31,Staysafe mutual w yg di jogjaa,staysafe mutual w yg di jogjaa
2020-06-21 19:37:31,Banter lek.... astagfirullah,banter lek astagfirullah
2020-06-21 19:37:31,@apandahvevo Apandah pokemon based, apandah pokemon based
2020-06-21 19:37:31,@najaemuv kak ul jogja jg yaa?, kak ul jogja jg yaa 
2020-06-21 19:37:31,@robertharj Mtm ono lanange njing -_, mtm ono lanange njing 
2020-06-21 19:37:31,Allahuakbar baru aja mau merem kok ya ada gempa😭😭,allahuakbar baru aja mau merem kok ya ada gempa 
2020-06-21 19:37:31,@susustrwbrry garing c lebih tepatnya, garing c lebih tepatnya
2020-06-21 19:37:31,@dacionnne Bang ❤️, bang 
2020-06-21 19:37:31,Stay safe teman temanku yg di Jogjaaaaa,stay safe teman temanku yg di jogjaaaaa
2020-06-21 19:37:31,yaallah geternya gede bgt😭😭😭 jgn berlanjut tlg😭😭😭,yaallah geternya gede bgt jgn berlanjut tlg 
2020-06-21 19:37:31,Ealah yungs,ealah yungs
2020-06-21 19:37:31,"masih gemeteram, masih deg2an 😩",masih gemeteram masih deg2an 
2020-06-21 19:37:31,JASA UP FOLLOWERS MURAH. 1000FLLWRS CUMA 50K. PROMO HARI INI DAPAT BONUS 200 FLLWRS PERMANEN. MINAT? HUB 085266641973,jasa up followers murah 1000fllwrs cuma 50k promo hari ini dapat bonus 200 fllwrs permanen minat hub 085266641973
2020-06-21 19:37:31,"Baru bisa merem bentar, digoyang ama gempa😖",baru bisa merem bentar digoyang ama gempa 
2020-06-21 19:37:31,@infoBMKG Gempa dimana min?, gempa dimana min 
2020-06-21 19:37:31,Selamat ngambis ak mw tarik slimut https://t.co/9UdujF6R1r,selamat ngambis ak mw tarik slimut 
2020-06-21 19:37:31,@labbioleta Dalam hati ku. https://t.co/oWlFy2nQSB, dalam hati ku 
2020-06-21 19:37:31,@bucinkakdoyie AKU LAGI LAPERRR NAHAN DRTD😭😭, aku lagi laperrr nahan drtd 
2020-06-21 19:37:31,@rouffatwaaa Terlalu OP, terlalu op
2020-06-21 19:37:31,@bukanfakboiii GEMPA DIMANA, gempa dimana
2020-06-21 19:37:31,tak kira pusing gra2 blom tdur ternyata gempa dong,tak kira pusing gra2 blom tdur ternyata gempa dong
2020-06-21 19:37:31,RT @KabarGunkid: 02.33 Lindu / Gempa, 02 33 lindu gempa
2020-06-21 19:37:31,Tadi gempa kan??,tadi gempa kan 
2020-06-21 19:37:31,RT @guylikericky: Nkamchapia ntakuja kumfungulia asubuhi masaa yake ndo tuongee akiwa sober. Kutoka hio siku sijawai chipo dame sijui. Unae…, nkamchapia ntakuja kumfungulia asubuhi masaa yake ndo tuongee akiwa sober kutoka hio siku sijawai chipo dame sijui unae 
2020-06-21 19:37:31,Zaman sekarang memang susah nak cari kawan yang macam ni. Please appreciate them if they're one of this.❤️ https://t.co/v6HnTwOhvm,zaman sekarang memang susah nak cari kawan yang macam ni please appreciate them if they re one of this 
2020-06-21 19:37:31,"@ThomasRiskyPra Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/fcNP50iTdO", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:31,@dvasasa_ knp ynk, knp ynk
2020-06-21 19:37:31,@V_Wawan Kroso bgt suuw bgsdd, wawan kroso bgt suuw bgsdd
2020-06-21 19:37:31,KERASA BANGET KAGET SENDIRIAN WEY 😭😭😭,kerasa banget kaget sendirian wey 
2020-06-21 19:37:31,@Jyellow_ kmu daerah mana?, kmu daerah mana 
2020-06-21 19:37:31,@chmegacitra Jogja gmana meg? Kerasa bgt ortu ku sampe bangun, jogja gmana meg kerasa bgt ortu ku sampe bangun
2020-06-21 19:37:31,@bilacaspere buat yuk, buat yuk
2020-06-21 19:37:31,RT @_natashaanuar: Kalau dah pakai macam macam skincare tapi kulit still breakout cuba tukar boyfriend. Kadang kadang boyfriend tu yang bag…, natashaanuar kalau dah pakai macam macam skincare tapi kulit still breakout cuba tukar boyfriend kadang kadang boyfriend tu yang bag 
2020-06-21 19:37:31,Ayo wellll bisaaaaa,ayo wellll bisaaaaa
2020-06-21 19:37:31,@axelllxander iyaa, iyaa
2020-06-21 19:37:31,"RT @Suhoshiiiiii: ⚠️STOP SCROLLING!!⚠️

GUYSSS,HELP ME
AKU DIAJAKIN MAIN RT DEALS ALBUM SUHO SAMA SNACKBOX,BANTUIN AKU YA GUYSS

PERTAMA KA…", stop scrolling guysss help me aku diajakin main deals album suho sama snackbox bantuin aku ya guyss pertama ka 
2020-06-21 19:37:31,RT @txtdarionlshop: otw sanhok https://t.co/yAvqp6jgbs, otw sanhok 
2020-06-21 19:37:31,"RT @energenkcgijo: Antara aku dan kamu memang harus dicukupkan karena aku memilih tumbuh.
@indrasugiarto_ https://t.co/66QLlNDTGA", antara aku dan kamu memang harus dicukupkan karena aku memilih tumbuh 
2020-06-21 19:37:31,"Barusan terjadi gempa kenceng bener sampe aku terbangun dari tidur ku, ditambah suara jendela kenceng goyangng nya bikin degdegan ampun 😫 astagfirullah",barusan terjadi gempa kenceng bener sampe aku terbangun dari tidur ku ditambah suara jendela kenceng goyangng nya bikin degdegan ampun astagfirullah
2020-06-21 19:37:31,Hah kok aku kerasa gempa ya. Halu gk sih jam set3 gini,hah kok aku kerasa gempa ya halu gk sih jam set3 gini
2020-06-21 19:37:31,"@jauregxkcc C

Dinah Jane", c dinah jane
2020-06-21 19:37:31,"RT @andihiyat: Kalo mau mandi

Ngumpulin niat
Ngalungin handuk
Duduk-duduk
Main hape
Bengong
Ngumpulin niat lagi
Main hape lagi
Baru mandi", kalo mau mandi ngumpulin niat ngalungin handuk duduk duduk main hape bengong ngumpulin niat lagi main hape lagi baru mandi
2020-06-21 19:37:31,"@frisklmnopq @DraftAnakUnpad Gak paham jg gw fris, ikut2 aja dah, dah kek ikan", gak paham jg gw fris ikut2 aja dah dah kek ikan
2020-06-21 19:37:31,@kalasambat padaaa ngetweett gempa kencengg stayy safeeeee fawwiinn, padaaa ngetweett gempa kencengg stayy safeeeee fawwiinn
2020-06-21 19:37:31,GEMPA DI JOGJA???????,gempa di jogja 
2020-06-21 19:37:31,gempa kenceng bgt yaallah,gempa kenceng bgt yaallah
2020-06-21 19:37:31,"Dari jam 12 udh mulai ngerjain UAS PPTPTK ~ selesai ,Jam segini masih ngerapihin proposal , tugas sinopsis buku kepemimpinan selanjutnya dan mungkin diakhiri uas psikologi pendidikan nanti pagi . Sistemnya brapapun banyak tugasnya kerjakan hanya dalam 1 mlm.",dari jam 12 udh mulai ngerjain uas pptptk selesai jam segini masih ngerapihin proposal tugas sinopsis buku kepemimpinan selanjutnya dan mungkin diakhiri uas psikologi pendidikan nanti pagi sistemnya brapapun banyak tugasnya kerjakan hanya dalam 1 mlm 
2020-06-21 19:37:31,baru kali ini ngerasain gempa se kenceng ini di jogja:((((( badan gemeterrr,baru kali ini ngerasain gempa se kenceng ini di jogja badan gemeterrr
2020-06-21 19:37:31,Kenceng bgt ampe pusing kaget,kenceng bgt ampe pusing kaget
2020-06-21 19:37:31,"RT @_mardial_: ""udah kayak kapal pecah""

-every indonesian moms", mardial udah kayak kapal pecah every indonesian moms
2020-06-21 19:37:31,"RT @mikatroye: asal malam je overthinking , asal malam je sendu haih penat :)", asal malam je overthinking asal malam je sendu haih penat 
2020-06-21 19:37:31,@anpaytoo Kok w ga ngerasa, kok w ga ngerasa
2020-06-21 19:37:31,"@lennvtaw Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/THHdntaaaA", halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir 
2020-06-21 19:37:31,@Fauzan55318643 Bentukanmu i lo hessss,55318643 bentukanmu i lo hessss
2020-06-21 19:37:31,"RT @thabangmaliba1: @Mamokete93 ""ke rata likobo"" 🤣🤣🤣",1 93 ke rata likobo 
2020-06-21 19:37:31,@EshaEman14 Ma Sha Allah ❤️,14 ma sha allah 
2020-06-21 19:37:31,@y0urrbabe Gue di magelang,0urrbabe gue di magelang
2020-06-21 19:37:31,@temempic Sama anjenk kaget bgt gue lg asik rebahan, sama anjenk kaget bgt gue lg asik rebahan
2020-06-21 19:37:31,"@Kamikaze_II Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/hDZo9R5lj3", ii halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir 
2020-06-21 19:37:31,Gempaaaaa,gempaaaaa
2020-06-21 19:37:31,"cinta memang tidak buta. cinta yaitu suatu hal yang murni, luhur serta dibutuhkan. yang buta yaitu seandainya cinta itu menguasai dirimu tanpa satu pertimbangan",cinta memang tidak buta cinta yaitu suatu hal yang murni luhur serta dibutuhkan yang buta yaitu seandainya cinta itu menguasai dirimu tanpa satu pertimbangan
2020-06-21 19:37:31,@ragilrahasto mas ragil orang jogja?, mas ragil orang jogja 
2020-06-21 19:37:31,Lagi kebangun dan malah ada gempa. Mana lumayan kenceng😔,lagi kebangun dan malah ada gempa mana lumayan kenceng 
2020-06-21 19:37:31,@bicitbingitlu yakan, yakan
2020-06-21 19:37:31,"@pjhwufme29 Iyaa, gilak lagi nugas auto lemes:(",29 iyaa gilak lagi nugas auto lemes 
2020-06-21 19:37:31,@urfutureitsmeya Jogja ini barusan, jogja ini barusan
2020-06-21 19:37:31,@Arifnh____ Gempa mas, gempa mas
2020-06-21 19:37:31,@kurangsukaa jogjaa, jogjaa
2020-06-21 19:37:31,@hiityasss hbd mbak, hbd mbak
2020-06-21 19:37:31,@chikieens Kok bnn ajg🤣🤣, kok bnn ajg 
2020-06-21 19:37:31,@anindyanurindah dimanaa?, dimanaa 
2020-06-21 19:37:31,"@deviastikaaa Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/5ii4IEnJMP", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:31,kesian untuk kitaran waktu tidur aku yang sangat tidak baik 😖,kesian untuk kitaran waktu tidur aku yang sangat tidak baik 
2020-06-21 19:37:31,@Jogja_Uncover bener gedhe jogja, uncover bener gedhe jogja
2020-06-21 19:37:31,RT @JogjaUpdate: gempa, gempa
2020-06-21 19:37:31,"RT @haizaa___: ㅤ

       LIMA AYAT YANG MEMBUATMU 
             KUAT DISAAT SEDANG 
                PATAH SEMANGAT

ㅤㅤ", lima ayat yang membuatmu kuat disaat sedang patah semangat 
2020-06-21 19:37:31,Umunt' wo munt' umnandi😝#Uyajola99 https://t.co/3xk4vDr4tf,umunt wo munt umnandi uyajola99 
2020-06-21 19:37:31,@GadhafiShafik @gretfull1 selufenya 🤣🤣🤣, 1 selufenya 
2020-06-21 19:37:31,Ya Allah gempa nya kenceng banget:(,ya allah gempa nya kenceng banget 
2020-06-21 19:37:31,@MarekaMalili Kwanqu mim nafkri sio sahii japo nahis namim ni mshamba, kwanqu mim nafkri sio sahii japo nahis namim ni mshamba
2020-06-21 19:37:31,@nksthi Purbalingga juga, purbalingga juga
2020-06-21 19:37:31,"@KumbushoDawson Ana maanisha Jimbo la Iringa la Bongo Movie au Jimbo la Dada poa ?
Hebu kwanza awache kumkanya baba. Na awache kujipa ubin usio kuwa wake .
Vipi hawa bongo movie wanaongozwa na kijitu kinacho mkataa baba ake", ana maanisha jimbo la iringa la bongo movie au jimbo la dada poa hebu kwanza awache kumkanya baba na awache kujipa ubin usio kuwa wake vipi hawa bongo movie wanaongozwa na kijitu kinacho mkataa baba ake
2020-06-21 19:37:31,"RT @ipanneko: “Mak, kaki adik terseliuh sakit ni”

Every asian mom ever : https://t.co/dHblXCM50D", mak kaki adik terseliuh sakit ni every asian mom ever 
2020-06-21 19:37:31,@dianaacahyani Ak udah tidur kebangun):, ak udah tidur kebangun 
2020-06-21 19:37:31,@schatzifai Kenceng polll, kenceng polll
2020-06-21 19:37:31,@area_jogja Kenceng bgt sumber mana ya? Cukup lama loh, jogja kenceng bgt sumber mana ya cukup lama loh
2020-06-21 19:37:31,@ova_ajaaa daerahku juga, ajaaa daerahku juga
2020-06-21 19:37:31,@KabarGunkid Merapi kah?, merapi kah 
2020-06-21 19:37:31,RT @RFarsab: Asian been dat bihh😍😍😍, asian been dat bihh 
2020-06-21 19:37:31,Iyaaaa ada gempa. Kebangun akutuuu. Klean gimana?,iyaaaa ada gempa kebangun akutuuu klean gimana 
2020-06-21 19:37:31,#Uyajola99 mshaye nduku zakhe😂😂, uyajola99 mshaye nduku zakhe 
2020-06-21 19:37:31,@LylynyaMochi daerah mana, daerah mana
2020-06-21 19:37:31,Ini pusat gempanya dimana...,ini pusat gempanya dimana 
2020-06-21 19:37:31,@zhrfauzh Hai! Laporkan bencana di sekitarmu menggunakan link ini. Terima kasih. https://t.co/1vBlx3KJmA, hai laporkan bencana di sekitarmu menggunakan link ini terima kasih 
2020-06-21 19:37:31,takut bgt bnran ada gempa ternyata td waktu kerasa udh sambil baca ayat kursi😭😭,takut bgt bnran ada gempa ternyata td waktu kerasa udh sambil baca ayat kursi 
2020-06-21 19:37:31,malem-malem digoyang rindu,malem malem digoyang rindu
2020-06-21 19:37:31,Gempa ya min? Kebumen kok berasa barusan @Jogja_Uncover,gempa ya min kebumen kok berasa barusan uncover
2020-06-21 19:37:31,"@serotoninjust4u @txtdarionlshop Jika kamu tidak teruskan pesan ini, makaa kamu...",4u jika kamu tidak teruskan pesan ini makaa kamu 
2020-06-21 19:37:31,@Havanana_ Ko km msh idup 😭, ko km msh idup 
2020-06-21 19:37:31,"@laorensiya dijogja, lumayan kenceng barusan", dijogja lumayan kenceng barusan
2020-06-21 19:37:31,RT @nora_mhhni: Lelaki kalau dah sayang susah nak move on and terima orang baru. Kau ingat semua lelaki fuckboy ke?, mhhni lelaki kalau dah sayang susah nak move on and terima orang baru kau ingat semua lelaki fuckboy ke 
2020-06-21 19:37:31,Serasa diayun ya allah 😢🙏,serasa diayun ya allah 
2020-06-21 19:37:31,@rmfdimasd Ora gon ku tok berarti, ora gon ku tok berarti
2020-06-21 19:37:31,@Bagascepe1 @andihiyat Kerasa banget 😭,1 kerasa banget 
2020-06-21 19:37:31,"@thefunkiestfit @yusmaniarniarr Ya Allah gue pengen nge-aminin doanya Niar. Kira2 dikabulin gak ya sm Tuhan Yesus, Le?", ya allah gue pengen nge aminin doanya niar kira2 dikabulin gak ya sm tuhan yesus le 
2020-06-21 19:37:31,gang gang,gang gang
2020-06-21 19:37:31,@mahmudarifin_ Koe tetep pisanan mudss, koe tetep pisanan mudss
2020-06-21 19:37:31,@yudhidwi_ Bmkg ya mas?, bmkg ya mas 
2020-06-21 19:37:31,DIMANA GEMPA??,dimana gempa 
2020-06-21 19:37:31,RT @iamMariza: Anjay gempanya mayan ya. #Yogya., anjay gempanya mayan ya yogya 
2020-06-21 19:37:31,RT @AncahNhaga: PAaaaaaach Oraaaaang 🤭 https://t.co/cY3j49Pyqb, paaaaaaach oraaaaang 
2020-06-21 19:37:31,"RT @nadiaikaa: Temen-temen, kalau ada yang lihat cewek yang difoto ini tolong bantu info ya. Tanggal 15/6, Sela Rahmawati pamit ke Semarang…", temen temen kalau ada yang lihat cewek yang difoto ini tolong bantu info ya tanggal 15 6 sela rahmawati pamit ke semarang 
2020-06-21 19:37:31,"RT @pinkeuusunshine: JANGAN SKIP!!! 😡

Aku tau kelen baik-baik, jadi bantuin aku buat tau dia siapa ya, penasaran bgt ga bo'ong 😭 harus ngu…", jangan skip aku tau kelen baik baik jadi bantuin aku buat tau dia siapa ya penasaran bgt ga bo ong harus ngu 
2020-06-21 19:37:31,RT @Jogja_Uncover: Gempa dirasakan!!, uncover gempa dirasakan 
2020-06-21 19:37:31,astaghfirullah kaget:(((,astaghfirullah kaget 
2020-06-21 19:37:31,@naninenaii heh u!😭, heh u 
2020-06-21 19:37:31,parah lgmerenung e lindu,parah lgmerenung e lindu
2020-06-21 19:37:31,"lagi iki turu” tangi mergo gempa, jane rodok mergo gempi",lagi iki turu tangi mergo gempa jane rodok mergo gempi
2020-06-21 19:37:31,Kebangun kanget jam segini #gempa,kebangun kanget jam segini gempa
2020-06-21 19:37:31,@shyunsuuk kamu di jogja?, kamu di jogja 
2020-06-21 19:37:31,@Ohmmpawatt untung ak tdk tertypu oleh kiw kiw, untung ak tdk tertypu oleh kiw kiw
2020-06-21 19:37:31,gempa sih ini asli,gempa sih ini asli
2020-06-21 19:37:31,Gempa kerasa banget astagfirulloh 😭,gempa kerasa banget astagfirulloh 
2020-06-21 19:37:31,"@wm_pk Tak kiro nek wetengku luwe, bak e lindu gede wkwk", pk tak kiro nek wetengku luwe bak e lindu gede wkwk
2020-06-21 19:37:31,@agungbdantoro Digoyang slurddddd, digoyang slurddddd
2020-06-21 19:37:31,@fresteaam Yoiihh, yoiihh
2020-06-21 19:37:31,WOWOWOWOWOWOW. SO CLOSE. #EVELIV,wowowowowowow so close eveliv
2020-06-21 19:37:31,@kresbung Sangat terselubung 🤣🤣🤣, sangat terselubung 
2020-06-21 19:37:31,jogja gempa?,jogja gempa 
2020-06-21 19:37:31,@Jowo_Jawi Mbah terasa gempanya mboten mbah 🤔🙏, jawi mbah terasa gempanya mboten mbah 
2020-06-21 19:37:31,"Kirain orang atas berisik, gempa ternyata Astagfirullah",kirain orang atas berisik gempa ternyata astagfirullah
2020-06-21 19:37:31,@echanielixx_ Di pacitan sumpa kenceng banget lama lagi😭, di pacitan sumpa kenceng banget lama lagi 
