Date,Tweets,Preprocessing
2020-06-21 19:37:33,"@clairedeIume ㅤㅤ
ㅤㅤLagi sibuk rebahan aja Mbak soalnya belum ada kerjaan lagi. Kalau Mbak sendiri bagaimana?
ㅤㅤ", lagi sibuk rebahan aja mbak soalnya belum ada kerjaan lagi kalau mbak sendiri bagaimana 
2020-06-21 19:37:33,@elmojanuar gede ga bg, gede ga bg
2020-06-21 19:37:33,"@numsusu dimana bu ayuu, stay safe yaa", dimana bu ayuu stay safe yaa
2020-06-21 19:37:33,@nksthi Iyo. Ndredeg min😭😭😭, iyo ndredeg min 
2020-06-21 19:37:33,Mungu wangu. 😂😂😂😂 Tulikuwa tunakufa.,mungu wangu tulikuwa tunakufa 
2020-06-21 19:37:33,RT @dnryzaaaal: bodoh tukar awek macam tukar spender, bodoh tukar awek macam tukar spender
2020-06-21 19:37:33,@hsynnseker Mucukss, mucukss
2020-06-21 19:37:33,Barusan gempa :(,barusan gempa 
2020-06-21 19:37:33,@guswlshwang ha dimanaa, ha dimanaa
2020-06-21 19:37:33,Getar dikit auto bangun,getar dikit auto bangun
2020-06-21 19:37:33,@halimahnr Trauma bgt 😢, trauma bgt 
2020-06-21 19:37:33,@renjunivere DOM MANAAAAA SAMAA GEMPA JUGAAA, dom manaaaaa samaa gempa jugaaa
2020-06-21 19:37:33,astg gede gempa nya smpe goyang :( masih gemeteran kaget :”),astg gede gempa nya smpe goyang masih gemeteran kaget 
2020-06-21 19:37:33,@dr_psycho_0 tm kia chah rahi ho rat ko zaleel hona ha tm ne :(🤧😤, psycho 0 tm kia chah rahi ho rat ko zaleel hona ha tm ne 
2020-06-21 19:37:33,Lari tunggang langgang,lari tunggang langgang
2020-06-21 19:37:33,lindu cahhh,lindu cahhh
2020-06-21 19:37:33,"@LatifaPutri6 Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/rwYfL60z38",6 halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir 
2020-06-21 19:37:33,@musaiddyjr Yaani yaani, yaani yaani
2020-06-21 19:37:33,@subtanyarl Sama mawang?, sama mawang 
2020-06-21 19:37:33,RT @srivatsayb: Tea has its origins in China. Modiji claims to be a Chaiwala. China ke saath Modiji ka Purana rishta hai?, tea has its origins in china modiji claims to be a chaiwala china ke saath modiji ka purana rishta hai 
2020-06-21 19:37:33,@hends50544967 Hai! Laporkan bencana di sekitarmu menggunakan link ini. Terima kasih. https://t.co/bSUCL419l7,50544967 hai laporkan bencana di sekitarmu menggunakan link ini terima kasih 
2020-06-21 19:37:33,"@apasihhhn tauk de, kobisa", tauk de kobisa
2020-06-21 19:37:33,rp haneul suka jilatin palkon kuda.yang on retweet,rp haneul suka jilatin palkon kuda yang on retweet
2020-06-21 19:37:33,@vilmantasr Lg tv? :), lg tv 
2020-06-21 19:37:33,RT @nizaguling: sumpahh sumpah sampeee nangiss:((( https://t.co/FKlV92OF8F, sumpahh sumpah sampeee nangiss 
2020-06-21 19:37:33,@fruitboo_ Asli itu pedes banget, asli itu pedes banget
2020-06-21 19:37:33,Hah?ada gempa?,hah ada gempa 
2020-06-21 19:37:33,"@AizuddinKarim Aku bukan tak bijak, aku malas tunjuk je 🙃🤧", aku bukan tak bijak aku malas tunjuk je 
2020-06-21 19:37:33,Apke papa kitny kama lety hen....🤔?? https://t.co/JZkGKR9gdX,apke papa kitny kama lety hen 
2020-06-21 19:37:33,@woaijeno tp ttp serem 💔, tp ttp serem 
2020-06-21 19:37:33,@Iizasma @Rimshanoorahmed mei Celeb nahi yara 🌸, mei celeb nahi yara 
2020-06-21 19:37:33,@lycoghazali Kamuu, kamuu
2020-06-21 19:37:33,@babyapolloo Nanggung gmnaa, nanggung gmnaa
2020-06-21 19:37:33,@UNSAFITRI Me : mlayu karo panik tapi raiso bengok, me mlayu karo panik tapi raiso bengok
2020-06-21 19:37:33,@rstusibu Iya gede bgt, iya gede bgt
2020-06-21 19:37:33,"RT @Jenny_gli: Dari dulu lambang Garuda Pancasila nengok ke kanan, ga usah di ubah lagi nengok ke kiri 🤣🙏", gli dari dulu lambang garuda pancasila nengok ke kanan ga usah di ubah lagi nengok ke kiri 
2020-06-21 19:37:33,@thoonder Ga berasa, ga berasa
2020-06-21 19:37:33,@alilpoo tak kira ada yg naik kasur trnyata gempa cuk, tak kira ada yg naik kasur trnyata gempa cuk
2020-06-21 19:37:33,"Lagi tidur, denger orang orang teriak gempa lgsg auto ikut teriak sm larii:)",lagi tidur denger orang orang teriak gempa lgsg auto ikut teriak sm larii 
2020-06-21 19:37:33,@kabarklaten Rindu, rindu
2020-06-21 19:37:33,ya allah ak gemeteran bener bener gerak semua,ya allah ak gemeteran bener bener gerak semua
2020-06-21 19:37:33,@Xtar65 Nah iya bner 😭,65 nah iya bner 
2020-06-21 19:37:33,"@Jogja_Uncover Gempa lur, terasa sampai madiun", uncover gempa lur terasa sampai madiun
2020-06-21 19:37:33,@LastQuake @infojogja Jogja kerasa gempa lumaya besar, jogja kerasa gempa lumaya besar
2020-06-21 19:37:33,"@Dmyqntiecly Aku lagi sholat wes satu rakaat, sampek gak sido😫", aku lagi sholat wes satu rakaat sampek gak sido 
2020-06-21 19:37:33,"RT @levaleblue: Bismillah,
Jd gaes ak lagi main rt deals sm kk ku yg gada akhlak ini☺
iyh ak taw koq ak klo akun ak kecil dn psti gx nyampe…", bismillah jd gaes ak lagi main deals sm kk ku yg gada akhlak ini iyh ak taw koq ak klo akun ak kecil dn psti gx nyampe 
2020-06-21 19:37:33,@hildestii Hai! Laporkan bencana di sekitarmu menggunakan link ini. Terima kasih. https://t.co/XajyaYysK7, hai laporkan bencana di sekitarmu menggunakan link ini terima kasih 
2020-06-21 19:37:33,Gempa,gempa
2020-06-21 19:37:33,@meshozma Da bgd ya ozma?, da bgd ya ozma 
2020-06-21 19:37:33,@__Meemer Wanan bakin naki zeyi mgn dewa, meemer wanan bakin naki zeyi mgn dewa
2020-06-21 19:37:33,Ruh halim ➡️ 😡😖😭🤪,ruh halim 
2020-06-21 19:37:33,"lagi main pointblank, malah gempa cok",lagi main pointblank malah gempa cok
2020-06-21 19:37:33,Kokoh Bakoh.,kokoh bakoh 
2020-06-21 19:37:33,@JimmyGouldbour1 Pl0inkk @gijsje4ever @BraekerT,1 pl0inkk 4ever 
2020-06-21 19:37:33,@18autobase grgr apa dlu ini nder,18autobase grgr apa dlu ini nder
2020-06-21 19:37:33,@deanissaIH Podo dey tekan omahku kaget aku gek banter yoan, podo dey tekan omahku kaget aku gek banter yoan
2020-06-21 19:37:33,@Doroteus_DR Wkwkwkwk nganti meh nabrak tembok aku, dr wkwkwkwk nganti meh nabrak tembok aku
2020-06-21 19:37:33,@Asknonym iya nder tunggu aja, iya nder tunggu aja
2020-06-21 19:37:33,RT @Gingerpk_: Rupanzel but Indian ? https://t.co/JBXwJhHI1D, rupanzel but indian 
2020-06-21 19:37:33,RT @Gingerpk_: Rupanzel but Indian ? https://t.co/JBXwJhHI1D, rupanzel but indian 
2020-06-21 19:37:33,"@arumhestiw Iyo lumayan suwe, gede meneh", iyo lumayan suwe gede meneh
2020-06-21 19:37:33,@paulasekar Gue parnoo ini gunung apaa bukan 🙃🙃, gue parnoo ini gunung apaa bukan 
2020-06-21 19:37:33,Trauma gempa 2006 begitu terasa malam ini.,trauma gempa 2006 begitu terasa malam ini 
2020-06-21 19:37:33,Jog kroso gempa ra lur mau?,jog kroso gempa ra lur mau 
2020-06-21 19:37:33,@Cristiano Orang kaya lu pasti bisa kang ehehe, orang kaya lu pasti bisa kang ehehe
2020-06-21 19:37:33,Gempa dimana ini kerasa banget,gempa dimana ini kerasa banget
2020-06-21 19:37:33,RT @captionation1: Bomboclaat https://t.co/b2JgdtMxnU,1 bomboclaat 
2020-06-21 19:37:33,"rindu gais, eh lindu deng",rindu gais eh lindu deng
2020-06-21 19:37:33,"Sekarangmah ngeliat
Yang cantik lewat dikitmah biasa aja ,
Males deketin atau kenalan ,
apa lagi sampe pacaran .",sekarangmah ngeliat yang cantik lewat dikitmah biasa aja males deketin atau kenalan apa lagi sampe pacaran 
2020-06-21 19:37:33,“Umuntu womuntu umnandi” I’m unable to can. #Uyajola99Sundays #Uyajola99 https://t.co/AB32mlv0qd, umuntu womuntu umnandi i m unable to can uyajola99sundays uyajola99 
2020-06-21 19:37:33,@bmkgjogja  Turu po lur ? Ditunggu infone iki?, turu po lur ditunggu infone iki 
2020-06-21 19:37:33,@zhayahhh Makan hyung mngkin laper, makan hyung mngkin laper
2020-06-21 19:37:33,@hbmalkoc Vitamin 👌, vitamin 
2020-06-21 19:37:33,"@sarawattinessm mreka nnti ada series sndiri ga sih hyunk,,,", mreka nnti ada series sndiri ga sih hyunk 
2020-06-21 19:37:33,kok rame pada tweet gempa,kok rame pada tweet gempa
2020-06-21 19:37:33,"RT @gaj_2: Tengok macam mana kerajaan abah mu utamakan org kaya. 

Marhaen beli kereta proton saga dpt diskaun RM400 sahaja tapi T10 yg bel…", 2 tengok macam mana kerajaan abah mu utamakan org kaya marhaen beli kereta proton saga dpt diskaun rm400 sahaja tapi t10 yg bel 
2020-06-21 19:37:33,"@BayuHerman10 Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/mxJ7l8FsB9",10 halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:33,@euanavitori4 dinah jane,4 dinah jane
2020-06-21 19:37:33,Hah gempa gt ??,hah gempa gt 
2020-06-21 19:37:33,Gempa po ki Jogja,gempa po ki jogja
2020-06-21 19:37:33,"@somijepn Eh ujan gerimis aje
Ikan teri diasinin
Eh jangan menangis aje
Ikan teri diasinin", eh ujan gerimis aje ikan teri diasinin eh jangan menangis aje ikan teri diasinin
2020-06-21 19:37:33,Deg kebangun,deg kebangun
2020-06-21 19:37:33,"@nepanepoo Wkwkw aku ngepasi ngelilir men , nek ora yowes kaget", wkwkw aku ngepasi ngelilir men nek ora yowes kaget
2020-06-21 19:37:33,@jogmfs Kerasa bgt minnnn, kerasa bgt minnnn
2020-06-21 19:37:33,"#FaktanyaLelaki harus berani minta maaf dengan tulus, dan memberi maaf dengan ikhlas.", faktanyalelaki harus berani minta maaf dengan tulus dan memberi maaf dengan ikhlas 
2020-06-21 19:37:33,Merapi?,merapi 
2020-06-21 19:37:33,@haileesfandom @jhlOdydb @jauregxkcc Dinah Jane, dinah jane
2020-06-21 19:37:33,@319ahw Sama😭. Deg degan parah 😭😭,319ahw sama deg degan parah 
2020-06-21 19:37:33,@OfficialMpumi Sekho bored 😭😭, sekho bored 
2020-06-21 19:37:33,@96KIMDOYOUNGS iyh sama sama,96kimdoyoungs iyh sama sama
2020-06-21 19:37:33,@fikrofiq_ Rindu lur, rindu lur
2020-06-21 19:37:33,@Kosi31991768 😂 kuri na tivutisa ku vahanyisa ku yini hawaaa,31991768 kuri na tivutisa ku vahanyisa ku yini hawaaa
2020-06-21 19:37:33,@nanabae04 Wkwkwk walah,04 wkwkwk walah
2020-06-21 19:37:33,@PriyankaSarkarB Eta u??? 😀, eta u 
2020-06-21 19:37:33,RT @starfess: -hey guys bagi poto editan ginian dong idol siapa aja terserahhhh😭🙏 https://t.co/T02tfuOF1f, hey guys bagi poto editan ginian dong idol siapa aja terserahhhh 
2020-06-21 19:37:33,terguncang gempa,terguncang gempa
2020-06-21 19:37:33,@AlfathShifaG Allhamdulillah cuma sebentar, allhamdulillah cuma sebentar
2020-06-21 19:37:33,@gataupan disini, disini
2020-06-21 19:37:33,@sanciiro Hamdulilah alors frero, hamdulilah alors frero
2020-06-21 19:37:33,@terracottq Blm ngantuk, blm ngantuk
2020-06-21 19:37:33,"@Maylinafifah Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/Bsa0ch7tSF", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:33,"RT @PakatDayak: Tidak ada salahnya bila kita memberi ucapan #SelamatUltahPakPresiden
Semoga diberi kekuatan dan kesehatan sehingga mampu me…", tidak ada salahnya bila kita memberi ucapan selamatultahpakpresiden semoga diberi kekuatan dan kesehatan sehingga mampu me 
2020-06-21 19:37:33,@Moustafa__aw Lek ma fini dawerrr lyom lnawme bl fala taht lnjum😂, aw lek ma fini dawerrr lyom lnawme bl fala taht lnjum 
2020-06-21 19:37:33,Mataku gakuat menatap laptop tapi gimana ya deadline nanti jam 7 pagi😭,mataku gakuat menatap laptop tapi gimana ya deadline nanti jam 7 pagi 
2020-06-21 19:37:33,"@KUSHI331 @Kavin_m_0431 @aarthi_KnL @RenuSis @ajayreddy70 @Fan_Fg1 @LKaviliya @rameshrr07 @RRajiya @ranjana_cute @kavinism_page Appadi dhaan Guruji sonaanga..
Btw this is from tomorrow's syllabus. 😂😅
🏃‍♂️🏃‍♂️

#HBDKavin https://t.co/axVUZ59P3I",331 m 0431 knl 70 fg1 07 cute page appadi dhaan guruji sonaanga btw this is from tomorrow s syllabus hbdkavin 
2020-06-21 19:37:33,@ayaaafluuu pegangann wkwk, pegangann wkwk
2020-06-21 19:37:33,"RT @nadyaratnasr: PLISS HELP RT!!
Aku tau akun ku akun kecil, tp setidaknya ada org baik diantara kalian yg membantu. Aku pernah ditipu jua…", pliss help rt aku tau akun ku akun kecil tp setidaknya ada org baik diantara kalian yg membantu aku pernah ditipu jua 
2020-06-21 19:37:33,Jangkrik yahmene tangi rasane goyang goyang tak kiro nek gek di goyang jebul ono lindu,jangkrik yahmene tangi rasane goyang goyang tak kiro nek gek di goyang jebul ono lindu
2020-06-21 19:37:33,HBD thalapathy....@actorvijay ..😁,hbd thalapathy 
2020-06-21 19:37:33,@theodoruskn Kroso ra the? Ming dilit tapi, kroso ra the ming dilit tapi
2020-06-21 19:37:33,@itsrevinavt baik bgt😭❤️, baik bgt 
2020-06-21 19:37:33,@Sxpremium Gn sxp exp, gn sxp exp
2020-06-21 19:37:33,"@Chikitarkcc Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/PtnSLAGdnU", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:33,@kabarklaten Kroso banget.., kroso banget 
2020-06-21 19:37:33,"Shabab had ya5odny ma3a sahel, shokran.",shabab had ya5odny ma3a sahel shokran 
2020-06-21 19:37:33,@chsbnla Tenkyu infonya, tenkyu infonya
2020-06-21 19:37:33,@Boybot05 Haha engga gk ada ko:') kalem kalem,05 haha engga gk ada ko kalem kalem
2020-06-21 19:37:33,Gempa? dimaneee,gempa dimaneee
2020-06-21 19:37:33,@bmkgjogja Gempa min, gempa min
2020-06-21 19:37:33,🍪 shooky + yoongi 🍪 https://t.co/9HxtoJUq15, shooky yoongi 
2020-06-21 19:37:33,RT @dairijoker: Kalau tengah ada masalah then bercakap sorang2 itu normal. Ia anggap sebagai 'satu terapi diri' untuk cooldown. Bila dah ok…, kalau tengah ada masalah then bercakap sorang2 itu normal ia anggap sebagai satu terapi diri untuk cooldown bila dah ok 
2020-06-21 19:37:33,YAALLAH KEBANGUN GRGR GEMPA😭😭😭,yaallah kebangun grgr gempa 
2020-06-21 19:37:33,"RT @simakrl: simak! yang suka jbjb mutualan yuuuk?! rt aja nanti ak follow, follback yh mmksi", simak yang suka jbjb mutualan yuuuk aja nanti ak follow follback yh mmksi
2020-06-21 19:37:33,"Masih ngga ngerti, nyawanya baru saja diselamatkan.. https://t.co/2ugYlW0aW6",masih ngga ngerti nyawanya baru saja diselamatkan 
2020-06-21 19:37:33,"RT @aym_wn: Astagfirullah YaAllah, kebangun krn gempa kerasa bgt😭", wn astagfirullah yaallah kebangun krn gempa kerasa bgt 
2020-06-21 19:37:33,ForeverMercyRadioEdit2,forevermercyradioedit2
2020-06-21 19:37:33,"yee anjg emg otak gue, semoga tidak ada yg curiga😂",yee anjg emg otak gue semoga tidak ada yg curiga 
2020-06-21 19:37:33,@findelavu IYA BARUSAN kayaknya karena merapi dah ini, iya barusan kayaknya karena merapi dah ini
2020-06-21 19:37:33,@budimandjatmiko Jadi fans arsenal aja pak, jadi fans arsenal aja pak
2020-06-21 19:37:33,@JogjaUpdate Banter bgt min, banter bgt min
2020-06-21 19:37:33,"@destimartia Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/NwTIVcYrlV", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:33,"RT @ntsana_: dari kesedihan kita belajar soal waktu, bahwa perkara bangkit gak harus langsung saat itu juga, bahkan gak harus besok. kapan-…", dari kesedihan kita belajar soal waktu bahwa perkara bangkit gak harus langsung saat itu juga bahkan gak harus besok kapan 
2020-06-21 19:37:33,Guede kerasa mas klg ku@keluar rumah smua https://t.co/j5iEUBNl5o,guede kerasa mas klg ku rumah smua 
2020-06-21 19:37:33,hah gempa? dimana?,hah gempa dimana 
2020-06-21 19:37:33,Gempa lumayan terasa...smg semua dlm kebaikan,gempa lumayan terasa smg semua dlm kebaikan
2020-06-21 19:37:33,"Gempa, dabs..",gempa dabs 
2020-06-21 19:37:33,Lilo wit da kilo 😂😂🤟🏽 https://t.co/u5oCmvRLOk,lilo wit da kilo 
2020-06-21 19:37:33,"@yaya_immanuel Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/OPSIoQBNLf", immanuel halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:33,"@hallopong_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/Dvzi2PqflF", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:33,Gobloke aku ono gempa malah krukrup kemulan mikir omahku ambruk ngembruki aku ora kok tangi metu kamar,gobloke aku ono gempa malah krukrup kemulan mikir omahku ambruk ngembruki aku ora kok tangi metu kamar
2020-06-21 19:37:33,Aku nak gak :’) https://t.co/QiL7elZ5un,aku nak gak 
2020-06-21 19:37:33,Ahhhh hampirrrr weh,ahhhh hampirrrr weh
2020-06-21 19:37:33,@HadKrdiHadiya Yeh burgerness kahan sa agae itni?, yeh burgerness kahan sa agae itni 
2020-06-21 19:37:33,RT @kabarsleman: Gempa?, gempa 
2020-06-21 19:37:33,Wahahahahha kebangun jg ya kak?? Serem akutu 😂😂 https://t.co/ZH7SCE5Tzd,wahahahahha kebangun jg ya kak serem akutu 
2020-06-21 19:37:33,katanya jendelanya kebanting sendiri gais🙂🙂🙂 tepat banget abis dia ngomong ada suara ketawa. kan bangke. dah gt bunyinya berkali2 kayak dibanting2. hadehh w dengernya aja merinding gimane doski ye mana penakut bocahnya tinggal sendirian di kota org hadehhh,katanya jendelanya kebanting sendiri gais tepat banget abis dia ngomong ada suara ketawa kan bangke dah gt bunyinya berkali2 kayak dibanting2 hadehh w dengernya aja merinding gimane doski ye mana penakut bocahnya tinggal sendirian di kota org hadehhh
2020-06-21 19:37:33,RT @selfolmates: Brou mutualan yuk, brou mutualan yuk
2020-06-21 19:37:33,Everton mahnnnn,everton mahnnnn
2020-06-21 19:37:33,@littlenuggt mau murka tp lagi mode monokrom kalem, mau murka tp lagi mode monokrom kalem
2020-06-21 19:37:33,RT @sunxolove: 19. 🌱cara pura pura bahagia gimana? https://t.co/J27fdrDgFi, 19 cara pura pura bahagia gimana 
2020-06-21 19:37:33,Kenceng bener goyangnya,kenceng bener goyangnya
2020-06-21 19:37:33,"@RCTISports_ Jangan Janjiin Kalo Gagal Tayang, Lebih Baik Tidak usah siaran bola lagi, percuma banyak janji siaran banyak gagal. Percuma!!!", jangan janjiin kalo gagal tayang lebih baik tidak usah siaran bola lagi percuma banyak janji siaran banyak gagal percuma 
2020-06-21 19:37:33,@bbyxxii ohh mff xixi, ohh mff xixi
2020-06-21 19:37:33,"gadeng, silau bos",gadeng silau bos
2020-06-21 19:37:33,@noonecareswe jogja a, jogja a
2020-06-21 19:37:33,RT @mohanhazian: Ayooo ngeluh, ayooo ngeluh
2020-06-21 19:37:33,RT @uhkooo: yoongi eyebrow slit? https://t.co/aJvfEikSoQ, yoongi eyebrow slit 
2020-06-21 19:37:33,Wahhh gempa keras bgt ni,wahhh gempa keras bgt ni
2020-06-21 19:37:33,Ini siapa ya yang kepencet 😳 https://t.co/qEVTmzHfX0,ini siapa ya yang kepencet 
2020-06-21 19:37:33,@bbygurlsjjk Jogja kak katanya, jogja kak katanya
2020-06-21 19:37:33,"Astaghfirullah, gempa gaisss",astaghfirullah gempa gaisss
2020-06-21 19:37:33,"@meyymooo Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/AKC8bdxtND", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:33,@DiscipleOfLite Syphoning tsabanas from MoH 🤣🤣🤣🤣, syphoning tsabanas from moh 
2020-06-21 19:37:33,@damilolakk @GossipMillNaija Na that oruwe guy oo, na that oruwe guy oo
2020-06-21 19:37:33,@nadiloss Ih sumpah aku kaget, ih sumpah aku kaget
2020-06-21 19:37:33,@media_binar Hai! Laporkan bencana di sekitarmu menggunakan link ini. Terima kasih. https://t.co/B5RuKA5dLY, binar hai laporkan bencana di sekitarmu menggunakan link ini terima kasih 
2020-06-21 19:37:33,RT @creasentae: — taehyung senang https://t.co/enviw8kJTG, taehyung senang 
2020-06-21 19:37:33,RT @cursedkidd: gbakal kiamat krena dah kiamat dri thun 2012 ni skrg kita di neraka, gbakal kiamat krena dah kiamat dri thun 2012 ni skrg kita di neraka
2020-06-21 19:37:33,RT @ourfess: /rf/ Mutualan yug gaes rep/rt ajaa nanti aku follow, rf mutualan yug gaes rep ajaa nanti aku follow
2020-06-21 19:37:33,"#Uyajola99sunday
Umuntu womuntu unjani????😂😂😂😂😂Jub jub thixo🙆🏽‍♀️ https://t.co/lQNK4Rt97Q", uyajola99sunday umuntu womuntu unjani jub jub thixo 
2020-06-21 19:37:33,"RT @FiersaBesari: Sepertinya, kita berdua adalah pembohong ulung. Saya berbohong soal rasa sakit yang sebenarnya belum bisa hilang. Dan kam…", sepertinya kita berdua adalah pembohong ulung saya berbohong soal rasa sakit yang sebenarnya belum bisa hilang dan kam 
